customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines__No phone service,MultipleLines__Yes,InternetService__Fiber optic,InternetService__No,OnlineSecurity__No internet service,OnlineSecurity__Yes,OnlineBackup__No internet service,OnlineBackup__Yes,DeviceProtection__No internet service,DeviceProtection__Yes,TechSupport__No internet service,TechSupport__Yes,StreamingTV__No internet service,StreamingTV__Yes,StreamingMovies__No internet service,StreamingMovies__Yes,Contract__One year,Contract__Two year,PaymentMethod__Credit card (automatic),PaymentMethod__Electronic check,PaymentMethod__Mailed check
4844,0,0,1,1,27,1,0,66.15,1874.45,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
5194,1,0,0,0,1,1,0,20.2,20.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
2384,1,1,0,0,1,1,0,45.25,45.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4423,0,0,1,1,72,1,0,99.9,7251.7,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
4292,1,0,0,0,5,1,1,69.7,316.9,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4656,0,0,0,0,46,1,1,74.8,3548.3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
3828,1,0,0,0,34,1,1,106.35,3549.25,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
5803,0,0,0,0,11,1,1,97.85,1105.4,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
6263,1,0,1,1,10,1,0,49.55,475.7,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
6671,0,0,1,1,70,1,1,69.2,4872.35,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
6956,0,0,1,1,17,1,0,20.75,418.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3268,0,0,0,0,63,1,1,79.85,4861.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
2862,0,0,1,0,13,1,1,76.2,981.45,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2599,0,0,0,0,49,1,1,84.5,3906.7,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4212,1,0,0,0,2,1,0,49.25,97.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5510,0,0,0,0,2,1,1,80.65,144.15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5427,1,0,0,0,52,1,1,79.75,4217.8,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
2047,0,0,1,1,69,1,1,64.15,4254.1,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
5686,0,1,0,0,43,1,1,90.25,3838.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6630,0,0,0,0,15,1,1,99.1,1426.4,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
4658,0,1,1,0,25,1,1,69.5,1752.65,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
5305,0,1,1,0,8,1,1,80.65,633.3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3265,0,1,1,1,60,1,1,74.85,4456.35,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1129,1,1,0,0,18,1,1,95.45,1752.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
6198,0,0,1,1,63,1,1,99.65,6311.2,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
3578,1,1,1,1,66,1,1,108.45,7076.35,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
2783,0,0,1,1,34,1,0,24.95,894.3,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
4218,0,0,0,0,72,1,1,107.5,7853.7,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
295,0,0,1,0,47,1,1,100.5,4707.1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
832,1,0,0,0,60,1,1,89.9,5450.7,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
358,1,0,1,0,72,0,0,42.1,2962.0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
374,0,0,1,1,18,1,1,54.4,957.1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
4043,0,0,0,0,9,1,0,94.4,857.25,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3609,0,0,0,0,3,1,1,75.3,244.1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
6090,1,0,1,0,47,1,1,78.9,3650.35,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2382,0,0,0,0,31,1,0,79.2,2497.2,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
2215,0,0,1,1,50,1,0,20.15,930.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
5262,1,0,0,0,10,1,1,79.85,887.35,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1562,1,0,0,0,1,1,0,49.05,49.05,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
501,0,0,1,1,52,1,1,20.4,1090.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1272,1,1,1,1,64,1,1,111.6,7099.0,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
5697,1,0,1,1,62,1,1,24.25,1424.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3994,0,0,0,1,3,1,1,64.5,177.4,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1836,0,1,0,0,56,1,0,110.5,6139.5,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
4550,0,0,0,0,46,1,0,55.65,2688.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
3970,0,0,1,1,8,1,0,54.65,482.25,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
108,1,1,0,0,30,1,1,74.75,2111.3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
2731,0,0,1,1,45,1,1,25.9,1216.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
4191,0,0,0,1,1,1,1,79.35,79.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5766,0,0,1,1,11,0,0,50.55,565.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
6488,0,0,1,0,7,1,1,75.15,496.9,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6989,0,0,0,0,42,1,1,103.8,4327.5,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
202,0,0,1,0,49,1,1,20.15,973.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3100,1,0,0,0,9,1,1,99.3,918.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
3376,0,0,1,0,35,1,1,62.15,2215.45,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1258,0,0,1,1,48,1,0,20.65,1057.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1920,0,0,1,1,46,1,1,19.95,927.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
2103,1,0,1,0,29,0,0,33.75,1009.25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3345,1,0,1,1,30,1,0,82.05,2570.2,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1663,1,1,0,0,1,1,0,74.7,74.7,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5137,1,0,1,1,66,1,1,84.0,5714.25,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
4305,0,0,0,0,65,1,1,111.05,7107.0,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
6945,1,0,0,0,72,1,1,100.9,7459.05,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
6099,0,0,0,0,12,1,1,78.95,927.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6908,1,0,1,1,71,1,1,66.85,4748.7,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
173,1,0,0,0,5,1,0,21.05,113.85,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
2249,1,0,0,0,52,1,0,21.0,1107.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
3208,0,1,1,0,25,1,1,98.5,2514.5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
4530,1,0,0,0,1,1,0,20.2,20.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
2575,0,0,1,1,1,1,0,19.45,19.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
5064,1,0,0,0,38,1,0,95.0,3605.6,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
3835,0,1,1,0,66,0,0,45.55,3027.25,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
2233,1,0,1,0,68,1,1,110.0,7611.85,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
4386,1,0,0,0,5,0,0,24.3,100.2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4782,0,0,1,1,72,1,1,104.15,7303.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
6863,0,0,0,0,32,0,0,30.15,927.65,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
6067,1,0,0,0,43,1,0,94.35,3921.3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1968,1,0,1,1,72,1,0,19.4,1363.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
327,1,0,1,0,55,1,1,96.75,5238.9,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3173,0,0,0,0,52,1,0,57.95,3042.25,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
4055,0,0,0,0,43,1,1,91.65,3954.1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
3419,0,1,1,0,37,1,1,76.5,2868.15,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3735,0,0,1,1,64,0,1,54.6,3423.5,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
2142,1,0,1,1,3,1,0,89.85,248.4,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
6732,0,0,0,0,36,0,0,31.05,1126.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3763,0,0,1,1,10,1,1,100.25,1064.65,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
5961,0,0,0,0,41,1,0,20.65,835.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
6644,1,0,1,1,27,1,1,85.2,2151.6,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
745,0,0,1,1,56,1,1,99.8,5515.45,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
2032,0,0,0,0,6,1,0,20.7,112.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
274,1,0,0,0,3,1,1,74.4,229.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4607,0,0,1,1,7,1,0,50.7,350.35,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5130,0,0,1,1,4,1,0,20.85,62.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
3222,1,0,0,0,33,1,1,88.95,3027.65,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
3079,0,1,0,0,27,1,1,78.05,2135.5,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
4794,1,0,1,0,72,1,1,23.55,1723.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
2760,1,0,0,0,1,1,0,19.75,19.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1808,1,1,0,0,71,0,1,56.45,3985.35,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1989,0,0,0,0,13,1,1,85.95,1215.65,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
4403,0,0,1,1,25,0,1,58.6,1502.65,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
6058,1,0,0,0,67,1,0,50.55,3260.1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2158,1,0,0,0,1,0,1,35.45,35.45,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1632,1,0,0,0,2,1,0,44.35,81.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5539,0,0,0,0,43,1,1,25.7,1188.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
5570,0,0,0,0,23,1,1,75.0,1778.5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2656,0,0,1,1,64,1,0,20.2,1277.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
4410,1,0,0,1,57,1,1,19.6,1170.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
262,0,1,1,0,1,1,1,70.45,70.45,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2197,0,1,1,1,72,1,1,88.05,6425.65,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
2863,0,0,0,0,8,1,0,71.15,563.65,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
751,0,0,1,0,61,1,1,101.05,5971.25,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
1806,1,0,0,0,64,1,1,84.3,5289.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
775,1,1,1,0,71,1,0,23.95,1756.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
4058,0,0,1,1,65,1,1,99.05,6416.7,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
4848,1,0,0,0,3,1,0,19.6,61.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1446,1,0,0,0,1,1,1,45.65,45.65,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4571,1,0,0,1,30,1,0,64.5,1929.95,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
2420,1,0,1,1,15,1,1,69.5,1071.4,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
2662,0,0,1,1,8,1,1,68.55,564.35,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
2724,1,0,0,0,7,1,0,95.0,655.5,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1140,0,0,1,1,70,1,1,108.15,7930.55,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
6408,1,0,1,1,62,1,0,86.1,5215.25,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
2144,0,0,1,1,6,1,0,19.7,113.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
4643,0,0,1,1,14,1,1,80.9,1152.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6472,0,0,0,0,22,1,1,84.15,1821.95,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1893,1,0,1,1,22,1,0,20.15,419.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
4522,1,0,1,1,16,1,0,64.25,1024.0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
5349,1,0,0,0,10,1,0,25.7,251.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
6353,0,0,0,1,13,1,1,56.0,764.55,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
589,0,0,1,0,20,1,0,82.4,1592.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3124,0,0,0,0,2,1,1,69.7,135.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3250,1,0,0,0,53,1,1,73.9,3958.25,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
2015,0,0,1,1,11,1,0,20.6,233.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
4498,1,0,1,0,69,1,0,19.9,1363.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
2359,0,0,0,0,4,1,1,70.9,273.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4259,1,0,1,0,72,1,1,89.05,6254.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
2406,1,1,1,0,58,0,1,45.3,2651.2,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
794,0,0,1,1,16,1,0,20.4,321.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
5437,1,0,1,0,43,1,1,84.25,3539.25,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1269,0,0,1,0,2,1,1,104.4,242.8,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
4780,1,0,1,0,14,1,0,81.95,1181.75,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
475,0,0,1,0,53,1,1,94.85,5000.2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
4190,0,0,0,0,32,1,0,20.55,654.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1185,0,0,1,0,34,1,0,24.7,780.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1818,0,1,0,0,15,1,1,74.45,1145.7,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1398,0,1,0,0,7,1,0,76.45,503.6,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4211,0,0,1,1,15,1,1,105.35,1559.25,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2597,1,0,1,0,61,1,1,20.55,1252.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
4476,0,0,0,0,1,0,0,29.95,29.95,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4663,0,0,0,0,1,1,0,45.3,45.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6592,1,0,0,0,8,1,0,84.5,662.65,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3926,1,0,1,1,33,1,0,74.75,2453.3,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
1288,0,0,0,0,13,1,1,79.25,1111.65,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
692,0,0,1,0,1,0,1,24.8,24.8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3405,1,0,0,0,20,1,1,51.8,1023.85,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
5802,1,0,0,0,3,0,0,30.4,82.15,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
653,0,0,0,0,13,1,0,19.65,244.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
5691,0,0,1,0,40,1,0,56.6,2379.1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5047,1,0,1,1,43,1,1,71.9,3173.35,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
1695,1,0,1,0,6,1,1,91.0,531.0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
